sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-1983_iter-1,depth-1983_iter-2,depth-1983_iter-3,depth-1983_iter-4,depth-1983_iter-5,depth-1983_iter-6,depth-1983_iter-7,depth-1983_iter-8,depth-1983_iter-9,depth-1983_iter-10,depth-3965_iter-1,depth-3965_iter-2,depth-3965_iter-3,depth-3965_iter-4,depth-3965_iter-5,depth-3965_iter-6,depth-3965_iter-7,depth-3965_iter-8,depth-3965_iter-9,depth-3965_iter-10,depth-5947_iter-1,depth-5947_iter-2,depth-5947_iter-3,depth-5947_iter-4,depth-5947_iter-5,depth-5947_iter-6,depth-5947_iter-7,depth-5947_iter-8,depth-5947_iter-9,depth-5947_iter-10,depth-7929_iter-1,depth-7929_iter-2,depth-7929_iter-3,depth-7929_iter-4,depth-7929_iter-5,depth-7929_iter-6,depth-7929_iter-7,depth-7929_iter-8,depth-7929_iter-9,depth-7929_iter-10,depth-9912_iter-1,depth-9912_iter-2,depth-9912_iter-3,depth-9912_iter-4,depth-9912_iter-5,depth-9912_iter-6,depth-9912_iter-7,depth-9912_iter-8,depth-9912_iter-9,depth-9912_iter-10,depth-11894_iter-1,depth-11894_iter-2,depth-11894_iter-3,depth-11894_iter-4,depth-11894_iter-5,depth-11894_iter-6,depth-11894_iter-7,depth-11894_iter-8,depth-11894_iter-9,depth-11894_iter-10,depth-13876_iter-1,depth-13876_iter-2,depth-13876_iter-3,depth-13876_iter-4,depth-13876_iter-5,depth-13876_iter-6,depth-13876_iter-7,depth-13876_iter-8,depth-13876_iter-9,depth-13876_iter-10,depth-15858_iter-1,depth-15858_iter-2,depth-15858_iter-3,depth-15858_iter-4,depth-15858_iter-5,depth-15858_iter-6,depth-15858_iter-7,depth-15858_iter-8,depth-15858_iter-9,depth-15858_iter-10,depth-17841_iter-1,depth-17841_iter-2,depth-17841_iter-3,depth-17841_iter-4,depth-17841_iter-5,depth-17841_iter-6,depth-17841_iter-7,depth-17841_iter-8,depth-17841_iter-9,depth-17841_iter-10,forward-absolute-filepath,reverse-absolute-filepath
NegCntrl_Cricket1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_195_S199_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_195_S199_R2_001.fastq.gz
NegCntrl_Cricket2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_196_S200_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_196_S200_R2_001.fastq.gz
NegCntrl_R2A1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.301468393472771,2.299047584684632,2.3259260454306863,2.357095955371816,2.392267486285191,2.2995327335926423,2.345384713378956,2.343431056419415,2.3345466522444287,2.348512495550922,2.318651265324772,2.33473098601541,2.3112483302343825,2.333022404412568,2.325136071673433,2.331903580848043,2.319007697859004,2.3166084685738637,2.325573058684588,2.313968829983194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_197_S201_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_197_S201_R2_001.fastq.gz
NegCntrl_R2A2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_198_S202_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_198_S202_R2_001.fastq.gz
PMXC7.CR.Seed.Comm,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.588579417457284,4.546115385254802,4.533469040904455,4.512251359719723,4.485723200685055,4.546457199380876,4.479942880616518,4.554105817020342,4.469790715281224,4.513526467293643,4.51987420475479,4.518884629799978,4.535125565976787,4.512587450150371,4.55653374087282,4.494179533826581,4.537236343891132,4.507279425622273,4.494670245273412,4.540553230575196,4.525501518890851,4.532512029377372,4.530679933738408,4.513311545198717,4.52566970152426,4.509222905831862,4.532014286890211,4.528586958751646,4.520401554122237,4.5564408128102345,4.538036526649969,4.529231334687565,4.532139396632476,4.536444777169976,4.5379735966171095,4.530698431890666,4.5038424711303,4.526960212307881,4.526137512091923,4.532711671011943,4.52484601230123,4.543230210677118,4.537071210236004,4.5122746363685895,4.5285234821883416,4.526681624430658,4.531188214353792,4.524975099261959,4.540782294039498,4.512600022231357,4.519621189036602,4.52383315679457,4.538197269687006,4.533882025933035,4.527468607517103,4.515628968403871,4.537781815160122,4.514528549888749,4.533962386598054,4.522493691416696,4.538787680082487,4.522074738841936,4.528454756289283,4.530866114262142,4.512335574032142,4.512574570384532,4.528225846114558,4.531860354588509,4.540835511594744,4.515494025733709,4.507370405801327,4.538183344615882,4.5327271301906125,4.52822257129947,4.524751707005693,4.518279289156973,4.5213332123360646,4.53836426593755,4.5256696670248,4.524744065205773,4.515661226157097,4.519532717343018,4.518703928193492,4.538630165296165,4.513345388820418,4.530227185187435,4.523751864384352,4.528430935977432,4.520347859727932,4.531586386623881,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_001_S1_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_001_S1_R2_001.fastq.gz
PMXC7.M9TC.Seed.Comm,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.535859602927644,4.530114013520997,4.54582653001323,4.54151915909983,4.502757026547967,4.5575693415244745,4.544888670678995,4.506788401976505,4.524326155746909,4.520640409976705,4.511656786196621,4.51474341116157,4.539627099561089,4.52471615249939,4.525793745963186,4.522940307700778,4.50297268937498,4.573444933719325,4.505747308479977,4.565691932015283,4.517976848556004,4.537250898359448,4.520432006588309,4.512501865330361,4.522130142658877,4.517295187731165,4.519886913825396,4.555758341905162,4.547210213848588,4.50433058895356,4.530187458381349,4.550613961625724,4.530708653936461,4.52193538598089,4.554538465869002,4.507822660474529,4.541352761502437,4.528768109390432,4.547187786263149,4.526316922758315,4.534239945273535,4.523155332119414,4.520404419566985,4.524269273199,4.542638800214232,4.541564241133192,4.522965763506454,4.527421987183817,4.539178867759757,4.524924816300948,4.526990604854528,4.55247424637557,4.552082662114458,4.525259362905927,4.557330208031697,4.535715445956339,4.531344373533072,4.5362861848032985,4.530175703791347,4.53458479313856,4.538659818366818,4.52569802185109,4.537494858020161,4.526366867365278,4.51924450121932,4.545188647732017,4.5329579787644185,4.529555914411305,4.534258359718309,4.541423693319868,4.540657948768599,4.539817927467044,4.526581348690403,4.533648252259776,4.537479007195474,4.545405756077543,4.549801083323679,4.529864773028371,4.532105900947899,4.550281130560541,4.520496619844544,4.532100494732751,4.541550814374681,4.526154807105471,4.536073979748281,4.534145366621727,4.542673598914615,4.5426656256929645,4.514560930532607,4.534847363525219,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_002_S2_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_002_S2_R2_001.fastq.gz
PMXC7.NS.CR.B.RT.REP1.T0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.64810754964344,2.7213551519073933,2.631387768147479,2.6322583906073738,2.783637842933627,2.8092688982162057,2.694098974241268,2.6400475091443862,2.6853729031977283,2.7431621621147824,2.6778815637051,2.7413291037936647,2.674312957848939,2.6740689691228843,2.710213215335282,2.7099145763607035,2.666007106178803,2.727817640562235,2.701297857150532,2.7016035337045827,2.685104911320402,2.7077007962281474,2.67450659954684,2.689017770290712,2.711015807970426,2.7190346520403508,2.7108545414871883,2.716699399397001,2.7509334317556178,2.663901414791048,2.72919734689329,2.6938745265173027,2.7072018394903643,2.693582248428386,2.7322500613248786,2.700357830177918,2.715403667478083,2.7124781915704768,2.722157024695151,2.733009792560724,2.716200653330414,2.7079197752451085,2.7215893763495607,2.7086640812404257,2.690825362980387,2.709680806577561,2.7014292423194077,2.7289022102409843,2.6831429783146383,2.694780939307076,2.689888333572739,2.6920942075342604,2.7420394857550305,2.708531730877295,2.748555147477721,2.7035266727430627,2.726201965842494,2.737464970802721,2.7175794076517983,2.7002592543656907,2.713308675262531,2.705252636410422,2.723863434768397,2.693499673698643,2.6805813834292262,2.690285011373267,2.7172955365308877,2.714128824050669,2.7089573150623414,2.690733691175844,2.705757007318713,2.7282036877460976,2.71244416469788,2.7129160248746698,2.7068544924227727,2.7007104810899976,2.7221974729435874,2.705218074242301,2.734147721076908,2.7158474654535065,2.6946646458423804,2.705344065756913,2.7152950831564,2.7304517764232608,2.6963500916550385,2.707443866312683,2.709456879273382,2.699523754280517,2.7478931464755507,2.7090733327316374,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_015_S15_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_015_S15_R2_001.fastq.gz
PMXC7.NS.CR.B.RT.REP1.T11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.72028927926552,2.7179248733078003,2.719927089627148,2.6996869145709605,2.6916035582409377,2.7470886020676613,2.7320714536021318,2.7060722128746337,2.736392360530421,2.782570636299572,2.7415286396509395,2.752028379681504,2.753090746374593,2.788961874221884,2.7389522168632143,2.7266610777348856,2.784363271774095,2.773290724337554,2.711335504519382,2.721394837204266,2.7440949633707445,2.74364721823354,2.7402654483781954,2.7500422520202226,2.750183976880076,2.750329417758784,2.738190517404248,2.7357292487735005,2.7318092982457007,2.7241292490708044,2.7139165192120496,2.7589891333950733,2.7352733069238124,2.727522823572716,2.7425282678791416,2.727836792549659,2.727405471304922,2.7407587864053347,2.763170400175728,2.7543578325986804,2.765426904383872,2.73572350206326,2.730858453424072,2.757292127629216,2.7520223655638443,2.7420309378595658,2.7245823631953594,2.736562567171589,2.7463742631241908,2.7531728257106645,2.7308678527655195,2.764307949455316,2.751719891683432,2.7298250841412126,2.739335784876989,2.745926883802213,2.7345855100162564,2.75487945651069,2.7583403506920456,2.738763358095106,2.741782822040079,2.7308174869973345,2.741988318484837,2.7323545923486323,2.736908590778261,2.7332809148943307,2.723844587424102,2.7518523665868675,2.754388091293844,2.7299716829048,2.755187775964181,2.739498297039245,2.7491656728674805,2.753288955075839,2.739652185554162,2.756069565555356,2.750539404400703,2.7416674905014813,2.73667076481626,2.731534772944736,2.7508057424736805,2.745139397721256,2.74485882747522,2.754881431684266,2.744144065413652,2.76232995920711,2.7608126654416263,2.7258960696373964,2.755947896943579,2.738101009656042,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_111_S113_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_111_S113_R2_001.fastq.gz
PMXC7.NS.CR.B.RT.REP1.T12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.778105500527922,2.6771562049581834,2.7615127797372088,2.719647362248215,2.7487663785050205,2.7729629266225757,2.775316896778718,2.7480158265165398,2.785275171905618,2.794741190709378,2.7926910063382144,2.786131418281059,2.776871736375078,2.7660175411246217,2.757323568051884,2.7700521849156887,2.730844728687135,2.7792658438515168,2.7735385117310423,2.7672211060074234,2.7760610051583616,2.783967902816899,2.774123905904194,2.7402851553149468,2.809536453087391,2.768704814199391,2.7889106114565823,2.773426179620616,2.7930798316583254,2.7901420510828325,2.7710756049324625,2.7737818505065803,2.783458852986929,2.7941111316996388,2.757185304104912,2.785316720178238,2.767424219481979,2.7739505846998656,2.7811583210887285,2.785814115702369,2.7905114749637745,2.761511752767454,2.781381532070231,2.7633911669883675,2.7792370470256373,2.7721339046125717,2.7571400616762936,2.796328807459358,2.7891874329247197,2.7787528014809744,2.786135220630808,2.762902534176411,2.7688268007720302,2.7701217746362325,2.799755201378377,2.755323379921951,2.774407861018521,2.776706895793082,2.8007561587719803,2.768616068891079,2.801494684985357,2.770647866273918,2.793411419684941,2.776250708599568,2.76748602126974,2.7580863852159347,2.774705062628064,2.753566762653564,2.797549376977508,2.7762049198116783,2.769212386832298,2.753017450419226,2.7495881385202035,2.780704168968486,2.772387488898826,2.777863926406308,2.765914189420873,2.76964642398447,2.7575876876393,2.7674071436762886,2.768018054606743,2.7740452096182326,2.769489138178098,2.7608691643398986,2.773352550462158,2.7717266792940016,2.77733141432637,2.770409779084436,2.750341509897116,2.7809875794745,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_159_S161_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_159_S161_R2_001.fastq.gz
PMXC7.NS.CR.B.RT.REP1.T7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6120461190376107,2.639539485542699,2.6411182250773986,2.6230367189536183,2.618708344899672,2.6375376489728746,2.609338867608096,2.630281832974644,2.6222378435146774,2.657840824268368,2.640232029453648,2.621315308895462,2.618588877600952,2.630546178938977,2.5852198437826925,2.6410380523084944,2.5997971280090386,2.634234849526353,2.647911894214352,2.6252733244001427,2.635277228137773,2.597015525401248,2.61037065624938,2.633582985367073,2.6505886556241944,2.645056492104378,2.6172506087070584,2.647822316855517,2.6355210549139008,2.6284926630545926,2.629349407587692,2.6070890287963038,2.629429440961319,2.617972617881953,2.6285298227870197,2.616057601159626,2.631988415125753,2.6256721019248426,2.5906857396245746,2.628642981754822,2.611303053183841,2.6314529122800763,2.6266131133323958,2.656118421696472,2.6061639635497187,2.6249248632981352,2.634139681230507,2.641083998824882,2.6180936558496395,2.6296383579614044,2.6362027224453017,2.641895549801411,2.622332673771623,2.6234459556326253,2.636371785066226,2.626098352271273,2.6229054195020987,2.627407730427059,2.628854927948805,2.6304324246502397,2.62295391261199,2.6225542510912145,2.626239691204246,2.635935266663832,2.6303917474313776,2.6447084486147974,2.620639930603092,2.628085473994123,2.628616580056621,2.620971210483335,2.6262174096234063,2.6313531427470886,2.643391087990882,2.630963468746906,2.603423234287121,2.63290851004364,2.630442369654526,2.6276995083024697,2.617186920478525,2.6218315106237,2.62398433232233,2.6236481747090354,2.622041549916576,2.6334046156562305,2.623188447687822,2.6066062114414272,2.61094977014182,2.629246319225502,2.619282960488047,2.606832429953684,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_063_S63_R1_001.fastq.gz,/bsuhome/jessicagronniger/scratch/6625_Illumina/6625_063_S63_R2_001.fastq.gz
