Sample,ASV10,ASV11,ASV14,ASV16,ASV17,ASV19,ASV2,ASV21,ASV22,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV5,ASV6,ASV7,ASV8,ASV9,Unassigned,X120,X263,X391,X491,Experiment,Shake,Media,Beads,Temp,Rep,Time,Day,Treatment
PMXC6.S.CR.B.RT.REP1.T12,6111,0,21980,2220,4623,1593,8096,2,0,28,0,12175,1920,18245,7219,131,54346,10975,0,0,2256,0,21,525,0,3262,17,PMXC6,S,CR,B,RT,REP1,T12,39,SCRRTB
PMXC6.S.CR.B.RT.REP2.T12,3297,613,29051,3076,4087,1529,8105,0,1910,67,0,19329,3468,28781,6236,274,61422,14648,0,0,4120,0,76,838,0,4161,490,PMXC6,S,CR,B,RT,REP2,T12,39,SCRRTB
PMXC6.S.CR.B.RT.REP3.T12,3506,741,27866,2954,2286,1026,8571,0,2001,21,0,18302,3622,30819,8244,354,70006,15008,0,0,2630,0,81,894,0,4518,795,PMXC6,S,CR,B,RT,REP3,T12,39,SCRRTB
PMXC6.S.CR.B.VT.REP1.T12,32086,7381,6799,1279,3341,1860,2838,0,1185,137,0,15786,1370,7112,2761,2208,56246,7653,0,0,1726,0,289,6952,0,2043,359,PMXC6,S,CR,B,VT,REP1,T12,39,SCRVTB
PMXC6.S.CR.B.VT.REP2.T12,31751,7511,5897,1714,3739,1388,3166,0,925,216,0,17551,2510,11174,3312,3809,52291,7503,0,0,3335,0,155,5637,0,3835,669,PMXC6,S,CR,B,VT,REP2,T12,39,SCRVTB
PMXC6.S.CR.B.VT.REP3.T12,28469,9423,5496,2481,5009,1941,3969,0,1377,167,0,17617,1830,9520,3308,2743,54342,7913,0,0,2620,0,251,7148,0,2243,683,PMXC6,S,CR,B,VT,REP3,T12,39,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T12,9,2278,42404,768,4370,1275,9032,0,0,50,0,18533,3371,21057,8581,3,52591,29056,0,0,4102,0,149,2839,0,1046,11,PMXC6,S,CR,NB,RT,REP1,T12,39,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T12,0,3477,37860,1341,4653,1142,9962,0,982,52,0,21849,4194,21224,7924,0,50006,26717,0,0,5189,0,52,996,0,1287,750,PMXC6,S,CR,NB,RT,REP2,T12,39,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T12,0,13,24774,610,4453,805,6312,0,0,7,0,10174,2267,16037,4420,7,31185,19818,0,0,1960,0,22,354,0,560,36,PMXC6,S,CR,NB,RT,REP3,T12,39,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T12,378,399,26275,1846,7780,1334,4151,0,0,129,0,23646,3538,25750,10656,2137,48090,18568,0,0,3752,0,142,3421,0,1320,0,PMXC6,S,CR,NB,VT,REP1,T12,39,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T12,11,708,10413,1189,2344,440,1808,0,0,39,0,10394,1779,11138,4453,996,21810,8251,0,0,1597,0,39,1005,0,392,0,PMXC6,S,CR,NB,VT,REP2,T12,39,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T12,21,1081,31192,2229,5180,1304,4412,0,675,94,0,22303,3556,25449,8795,2576,55194,23033,0,0,4696,0,116,1586,0,676,1587,PMXC6,S,CR,NB,VT,REP3,T12,39,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T12,17,261,40465,0,14015,3683,3343,0,0,565,0,14578,22603,45422,934,10,5637,1476,0,0,1385,0,574,0,0,0,0,PMXC6,S,R2A,B,RT,REP1,T12,39,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T12,11,651,50325,0,10280,3090,8869,0,0,762,0,18874,32625,54329,1289,3,5461,1405,0,0,1956,0,229,0,0,4,0,PMXC6,S,R2A,B,RT,REP2,T12,39,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T12,63,567,44281,0,7453,1848,5242,0,0,658,0,15519,20393,32155,3032,6,4194,1750,0,0,975,0,86,0,0,0,0,PMXC6,S,R2A,B,RT,REP3,T12,39,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T12,0,0,16133,0,12278,0,7033,0,0,105,0,41094,4186,26653,4090,2097,61878,1269,0,28,5342,0,70,0,0,0,8,PMXC6,S,R2A,B,VT,REP1,T12,39,SR2AVTB
PMXC6.S.R2A.B.VT.REP2.T12,0,0,5166,0,6414,0,4424,0,0,17,0,9084,1035,5918,6557,650,83644,82,0,26,990,0,284,0,0,4,8,PMXC6,S,R2A,B,VT,REP2,T12,39,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T12,0,0,83,0,3904,0,4250,0,0,34,0,466,531,13931,21370,790,162013,0,0,0,388,0,9,0,0,0,0,PMXC6,S,R2A,B,VT,REP3,T12,39,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T12,0,0,80099,0,8584,0,0,0,0,91,0,11317,27881,11443,6545,96,45909,8123,0,0,78,0,744,0,0,0,0,PMXC6,S,R2A,NB,RT,REP1,T12,39,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T12,0,0,74645,0,7529,0,0,0,0,119,0,10804,26766,9852,6859,3,45646,5578,0,0,74,0,37,0,0,0,0,PMXC6,S,R2A,NB,RT,REP2,T12,39,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T12,0,0,42029,0,4193,0,0,0,0,66,0,7808,16630,5995,2594,10,21808,4308,0,0,34,0,45,0,0,0,0,PMXC6,S,R2A,NB,RT,REP3,T12,39,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T12,0,0,96143,0,9892,0,0,0,0,27,0,29066,21921,7239,4457,12,29835,9753,0,0,830,0,115,0,0,0,0,PMXC6,S,R2A,NB,VT,REP1,T12,39,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T12,0,0,72931,0,14998,0,0,0,0,69,0,10586,18109,6409,4989,50,43330,5168,0,0,1511,0,360,0,0,0,0,PMXC6,S,R2A,NB,VT,REP2,T12,39,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T12,0,0,59881,0,37673,0,0,0,0,274,0,17018,21602,7389,4781,0,33912,4538,0,0,2275,0,51,0,0,0,0,PMXC6,S,R2A,NB,VT,REP3,T12,39,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T2,496,0,3265,0,0,0,0,0,7,0,0,9595,2652,555,6830,14,7249,256,0,0,32,0,15,21,0,256,0,PMXC6,NS,CR,B,RT,REP1,T2,9,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T2,5681,431,41708,147,0,0,0,0,0,0,0,13636,5516,3589,11033,0,15566,3999,0,0,25,0,29,0,12,56,37,PMXC6,NS,CR,B,RT,REP2,T2,9,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T2,3116,203,22595,97,0,0,15,0,0,0,0,13465,3885,9502,29935,51,18687,1513,0,0,80,0,85,0,12,352,27,PMXC6,NS,CR,B,RT,REP3,T2,9,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T2,13,0,6,0,0,0,0,0,0,0,0,998,230,13,1438,11,944,13,0,0,0,0,10,40,0,109,23,PMXC6,NS,CR,B,VT,REP1,T2,9,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T2,617,1330,37311,735,5806,443,75,0,0,1574,0,13635,2235,17598,10546,109,65102,11181,0,0,181,0,169,44,45,541,546,PMXC6,NS,CR,B,VT,REP2,T2,9,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T2,877,300,15029,283,1451,201,19,0,0,882,0,8321,2047,8476,11298,40,48199,4082,0,0,197,0,77,0,0,439,289,PMXC6,NS,CR,B,VT,REP3,T2,9,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T2,1377,2957,76793,980,54,21,74,27,0,6,17,12586,3338,13065,3974,28,32611,40098,0,0,79,5,88,24,9,22,133,PMXC6,NS,CR,NB,RT,REP1,T2,9,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T2,4052,4366,89570,1141,68,37,123,16,0,16,48,12282,2769,14344,3982,25,35042,44616,30,0,117,7,91,28,0,33,185,PMXC6,NS,CR,NB,RT,REP2,T2,9,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T2,3021,4418,79674,1179,100,29,121,18,9,10,9,10342,2866,15108,3459,12,30963,41101,0,0,76,0,54,47,25,83,161,PMXC6,NS,CR,NB,RT,REP3,T2,9,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T2,750,600,39936,399,4935,698,162,3,0,465,0,8880,1580,9501,5798,13,39109,26704,0,0,243,0,38,3,0,53,141,PMXC6,NS,CR,NB,VT,REP1,T2,9,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T2,411,1902,51927,876,3493,755,112,0,0,1229,0,11911,2301,17187,4541,77,44392,33618,0,0,280,0,198,18,5,45,193,PMXC6,NS,CR,NB,VT,REP2,T2,9,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T2,1452,1387,35853,972,8041,596,158,0,0,692,0,9379,1769,14419,2042,0,21650,26968,0,0,173,6,10,0,0,20,225,PMXC6,NS,CR,NB,VT,REP3,T2,9,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T2,4163,2063,91830,194,1557,263,353,84,17,6,51,12918,12868,12257,2440,22,17841,1880,34,119,5,0,275,31,47,17,228,PMXC6,NS,R2A,B,RT,REP1,T2,9,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T2,6847,2631,99843,152,455,157,121,53,29,16,0,18200,16125,10871,2138,56,36758,2529,14,174,27,18,259,49,26,17,302,PMXC6,NS,R2A,B,RT,REP2,T2,9,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T2,5145,2639,101663,186,554,128,132,117,23,15,21,15677,12190,14939,2335,18,28786,2656,21,121,0,4,152,38,9,14,189,PMXC6,NS,R2A,B,RT,REP3,T2,9,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T2,343,585,9830,95,662,7,12,13,9,118,0,3330,1403,4059,722,38,3257,736,0,0,0,0,293,0,0,5,242,PMXC6,NS,R2A,B,VT,REP1,T2,9,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T2,383,545,17842,167,6065,213,55,15,27,100,15,3443,9000,11062,7937,32,99266,466,43,33,0,27,130,25,3,12,1848,PMXC6,NS,R2A,B,VT,REP2,T2,9,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T2,113,1790,1342,630,18,0,18,0,5,356,0,4435,9139,4985,27132,0,152536,476,0,0,0,0,7,42,0,11,321,PMXC6,NS,R2A,B,VT,REP3,T2,9,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T2,9786,3161,104823,192,4391,541,196,70,144,16,60,20097,11457,3326,535,54,2365,5937,34,654,36,15,721,54,68,5,261,PMXC6,NS,R2A,NB,RT,REP1,T2,9,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T2,6053,1718,63563,125,2014,138,55,32,88,15,84,14644,7433,1925,247,10,1253,3260,10,288,14,8,110,14,22,10,147,PMXC6,NS,R2A,NB,RT,REP2,T2,9,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T2,11040,3247,99980,225,3563,438,177,97,214,21,66,24547,13956,3446,979,34,7090,7043,46,554,34,32,116,44,85,6,335,PMXC6,NS,R2A,NB,RT,REP3,T2,9,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T2,436,1338,81943,186,1751,252,43,72,68,29,29,13548,7473,3016,3051,22,48982,2516,43,72,4,10,220,110,19,11,489,PMXC6,NS,R2A,NB,VT,REP1,T2,9,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T2,372,2025,86151,348,2268,430,74,104,147,15,51,15013,7373,2631,2235,14,39216,3857,71,94,11,7,73,76,26,6,732,PMXC6,NS,R2A,NB,VT,REP2,T2,9,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T2,147,531,54219,197,94,66,14,9,17,46,0,7853,14791,1978,3578,34,77931,3765,20,26,5,0,410,90,0,19,715,PMXC6,NS,R2A,NB,VT,REP3,T2,9,NSR2AVTNB
PMXC6.S.CR.B.RT.REP1.T2,1302,0,210,1984,640,1639,7001,0,0,22,0,8651,4758,17856,24349,113,43098,700,43,0,745,0,110,165,0,1381,2266,PMXC6,S,CR,B,RT,REP1,T2,9,SCRRTB
PMXC6.S.CR.B.RT.REP2.T2,612,0,645,1798,258,2430,9181,0,0,13,0,6057,3757,16508,28710,35,53668,1433,99,0,545,0,6,265,0,703,2792,PMXC6,S,CR,B,RT,REP2,T2,9,SCRRTB
PMXC6.S.CR.B.RT.REP3.T2,1383,0,646,411,631,1888,5201,0,13,21,0,30977,11492,32913,25938,406,62335,721,22,0,3502,0,65,1138,0,6149,1631,PMXC6,S,CR,B,RT,REP3,T2,9,SCRRTB
PMXC6.S.CR.B.VT.REP1.T2,1089,54,2096,3811,2810,602,2017,0,18,38,0,5864,1016,15330,14154,296,28704,979,312,0,166,0,41,446,20,151,1586,PMXC6,S,CR,B,VT,REP1,T2,9,SCRVTB
PMXC6.S.CR.B.VT.REP2.T2,762,87,2246,6107,3731,2173,4701,8,110,166,0,2290,523,8471,14483,339,24435,2225,327,0,212,0,50,581,205,40,1106,PMXC6,S,CR,B,VT,REP2,T2,9,SCRVTB
PMXC6.S.CR.B.VT.REP3.T2,1606,194,3907,9352,14650,4758,15356,0,52,410,0,8850,1816,25849,25555,587,86022,5476,493,0,763,0,233,1709,355,274,2698,PMXC6,S,CR,B,VT,REP3,T2,9,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T2,764,32,20515,905,2641,3390,18194,5,76,284,0,7278,3247,15905,15927,207,27363,16271,90,0,1405,0,119,912,0,303,937,PMXC6,S,CR,NB,RT,REP1,T2,9,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T2,835,32,23313,1106,3604,4739,24863,3,71,217,0,6472,4421,18511,25778,248,30018,19725,192,0,1675,0,481,1637,0,480,1291,PMXC6,S,CR,NB,RT,REP2,T2,9,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T2,821,91,30259,1091,4176,4234,22182,7,227,310,0,9381,2491,19609,12544,156,25018,25741,80,0,1435,0,355,1425,12,241,710,PMXC6,S,CR,NB,RT,REP3,T2,9,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T2,329,295,21401,4459,15862,4033,9391,0,64,397,0,9626,2548,31251,12946,350,38399,22609,112,0,1602,0,145,1538,354,82,1354,PMXC6,S,CR,NB,VT,REP1,T2,9,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T2,165,351,13973,3523,9947,2044,7522,0,318,319,0,6930,1460,13500,8135,310,23166,16308,156,0,1129,0,54,1061,387,42,639,PMXC6,S,CR,NB,VT,REP2,T2,9,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T2,184,247,20287,3587,14357,2590,10342,0,420,398,0,8706,2089,23497,9278,417,31607,24219,131,0,1171,0,132,1242,232,68,1121,PMXC6,S,CR,NB,VT,REP3,T2,9,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T2,3074,47,1461,134,11185,4230,20407,0,0,331,0,456,5438,3023,12359,0,94767,213,0,6,90,0,13,8,0,104,1112,PMXC6,S,R2A,B,RT,REP1,T2,9,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T2,4549,252,31573,111,2297,4287,11144,7,0,201,0,2078,7583,6161,6362,5,70354,718,19,10,153,0,214,5,0,10,562,PMXC6,S,R2A,B,RT,REP2,T2,9,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T2,4339,96,2060,118,2071,1936,11654,2,0,99,0,704,4648,4393,4764,3,48283,302,0,0,67,0,0,8,0,11,595,PMXC6,S,R2A,B,RT,REP3,T2,9,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T2,121,777,3824,477,9013,8520,499,5,0,48,0,883,10737,7825,13860,31,126014,333,6,7,82,0,62,56,8,73,950,PMXC6,S,R2A,B,VT,REP1,T2,9,SR2AVTB
PMXC6.S.R2A.B.VT.REP2.T2,334,182,5258,144,2430,175,919,0,0,113,0,1512,5268,3758,20557,52,144934,333,0,0,982,0,16,64,0,157,464,PMXC6,S,R2A,B,VT,REP2,T2,9,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T2,689,278,1373,107,18219,609,2654,0,0,36,0,759,4763,3503,9839,6,126890,104,7,9,310,0,2,56,0,92,252,PMXC6,S,R2A,B,VT,REP3,T2,9,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T2,1809,310,35904,165,3359,1355,150,30,43,45,0,2506,18616,10778,12359,7,58832,2364,0,6,54,0,84,45,15,2,503,PMXC6,S,R2A,NB,RT,REP1,T2,9,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T2,1628,157,27133,118,2363,1830,557,16,21,50,13,2884,29774,8951,22666,15,91782,885,0,11,88,4,50,86,10,10,942,PMXC6,S,R2A,NB,RT,REP2,T2,9,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T2,4681,581,71337,210,6293,1762,191,43,244,56,12,14614,15361,7022,12604,226,48785,5171,49,9,412,0,523,120,15,25,953,PMXC6,S,R2A,NB,RT,REP3,T2,9,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T2,59,0,2596,27,883,44,26,0,0,26,0,1851,24600,4025,9031,17,106535,520,9,0,121,11,16,123,7,41,765,PMXC6,S,R2A,NB,VT,REP1,T2,9,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T2,10,0,519,37,354,55,39,25,3,0,0,1242,42455,9108,17172,48,111461,348,0,0,565,0,22,204,0,30,1677,PMXC6,S,R2A,NB,VT,REP2,T2,9,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T2,0,0,822,8,304,15,15,0,0,22,25,155,3751,2572,10471,58,79227,39,0,0,384,3,16,101,0,75,236,PMXC6,S,R2A,NB,VT,REP3,T2,9,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T3,6169,1130,49501,586,0,0,0,2,0,0,2,11424,1683,2001,4340,3,31940,21487,0,0,7,0,10,0,0,3,35,PMXC6,NS,CR,B,RT,REP1,T3,12,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T3,5409,1601,60081,352,0,0,0,0,0,0,0,13911,1944,3053,4817,31,19951,19650,0,0,0,0,96,0,0,4,100,PMXC6,NS,CR,B,RT,REP2,T3,12,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T3,5830,1057,53918,956,9,0,15,2,0,0,0,15253,2631,3128,5672,23,41566,22985,0,0,34,0,72,0,0,8,47,PMXC6,NS,CR,B,RT,REP3,T3,12,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T3,8353,57,15629,40,20,0,0,0,0,26,0,5988,1154,6238,9107,49,46750,8336,0,0,124,0,63,9,0,113,42,PMXC6,NS,CR,B,VT,REP1,T3,12,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T3,2022,879,33604,676,8501,496,19,0,0,370,0,8632,948,9126,1394,27,24310,22293,0,0,254,0,52,0,0,11,31,PMXC6,NS,CR,B,VT,REP2,T3,12,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T3,1831,1755,22702,746,11862,1420,192,2,0,3570,0,7274,1181,14883,1786,65,48057,26002,0,0,421,0,45,65,0,369,174,PMXC6,NS,CR,B,VT,REP3,T3,12,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T3,903,1277,70274,342,0,0,9,0,0,0,0,15911,3519,8723,4219,5,26852,39767,0,0,26,0,20,0,31,5,69,PMXC6,NS,CR,NB,RT,REP1,T3,12,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T3,1428,981,40687,178,0,0,0,0,0,0,0,10051,2026,4832,2158,0,15553,22774,0,0,25,0,33,0,0,0,31,PMXC6,NS,CR,NB,RT,REP2,T3,12,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T3,1000,1520,62257,350,13,0,21,5,0,0,0,13634,2971,7205,3413,29,26983,39011,0,0,15,0,253,11,5,10,92,PMXC6,NS,CR,NB,RT,REP3,T3,12,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T3,1712,240,47850,246,6269,712,99,0,0,209,0,8017,1052,9024,3916,39,38735,40004,0,0,239,0,336,0,0,6,21,PMXC6,NS,CR,NB,VT,REP1,T3,12,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T3,589,350,39603,557,3114,308,8,0,0,161,0,17339,3079,16844,2783,2,40039,31973,0,0,814,0,31,0,0,8,37,PMXC6,NS,CR,NB,VT,REP2,T3,12,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T3,2184,1358,51350,1206,12716,2114,617,0,0,318,0,16239,2498,19780,1721,5,40833,48793,0,0,1055,0,58,9,0,5,52,PMXC6,NS,CR,NB,VT,REP3,T3,12,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T3,809,846,33322,40,711,29,107,5,0,10,0,8399,7459,5649,744,0,6227,711,0,14,3,0,16,0,0,0,29,PMXC6,NS,R2A,B,RT,REP1,T3,12,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T3,3164,2610,85692,79,726,12,16,11,5,12,0,22450,18050,10934,1520,10,14012,2111,0,37,4,0,42,11,0,0,90,PMXC6,NS,R2A,B,RT,REP2,T3,12,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T3,2197,2263,69267,75,785,38,40,0,8,7,0,18905,12892,8601,1161,0,8014,2601,4,24,4,0,44,0,0,0,65,PMXC6,NS,R2A,B,RT,REP3,T3,12,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T3,894,998,34182,89,5597,52,407,0,5,388,0,6528,4250,7489,2343,25,21333,1724,0,0,10,0,73,0,3,0,397,PMXC6,NS,R2A,B,VT,REP1,T3,12,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T3,458,1260,46895,101,5320,24,0,8,0,395,0,8201,10120,10114,3303,0,42890,1733,0,0,0,0,177,0,0,0,449,PMXC6,NS,R2A,B,VT,REP2,T3,12,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T3,0,1071,1056,140,0,0,0,0,0,76,0,3671,11491,1507,9143,6,86731,264,0,0,0,0,17,0,0,0,41,PMXC6,NS,R2A,B,VT,REP3,T3,12,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T3,4888,4903,99499,70,3865,124,44,19,45,0,14,20681,12245,5716,368,9,3480,5907,6,229,4,5,15,14,21,3,61,PMXC6,NS,R2A,NB,RT,REP1,T3,12,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T3,4212,2612,69981,61,2166,56,36,7,36,0,15,17576,9832,3631,192,3,455,3077,9,156,5,0,168,0,16,0,57,PMXC6,NS,R2A,NB,RT,REP2,T3,12,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T3,4005,2600,62839,81,2576,142,42,18,44,0,21,17760,10874,4501,407,11,1467,3946,7,139,0,4,11,12,0,5,69,PMXC6,NS,R2A,NB,RT,REP3,T3,12,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T3,109,2993,76448,179,1178,74,6,18,31,0,0,11879,6480,3576,1338,7,35540,4995,17,29,2,0,97,9,5,0,221,PMXC6,NS,R2A,NB,VT,REP1,T3,12,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T3,87,2946,87848,212,1201,76,14,15,37,0,0,13910,6644,2526,1558,80,39305,4040,28,25,0,5,2482,7,6,0,336,PMXC6,NS,R2A,NB,VT,REP2,T3,12,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T3,36,1233,61981,110,165,0,0,0,0,178,0,6629,18754,4631,6015,159,74525,4567,0,0,0,0,2434,0,4,4,205,PMXC6,NS,R2A,NB,VT,REP3,T3,12,NSR2AVTNB
PMXC6.S.CR.B.RT.REP1.T3,2021,0,15488,4765,2908,2886,20376,0,18,90,0,11277,2168,22709,15161,31,57643,11209,221,0,539,0,8,344,0,234,1065,PMXC6,S,CR,B,RT,REP1,T3,12,SCRRTB
PMXC6.S.CR.B.RT.REP2.T3,1392,0,23232,6066,8086,4601,28173,0,672,289,0,6961,1693,27719,11469,98,39774,21397,418,0,833,0,76,384,0,274,645,PMXC6,S,CR,B,RT,REP2,T3,12,SCRRTB
PMXC6.S.CR.B.RT.REP3.T3,1485,0,22703,5147,7049,3411,32426,0,452,234,0,8133,1783,35756,13313,168,51579,20081,281,0,1247,0,90,573,0,278,820,PMXC6,S,CR,B,RT,REP3,T3,12,SCRRTB
PMXC6.S.CR.B.VT.REP1.T3,191,11,691,1784,1056,559,1192,0,7,13,0,1866,338,4187,5935,49,10279,491,20,0,64,0,11,102,2,68,576,PMXC6,S,CR,B,VT,REP1,T3,12,SCRVTB
PMXC6.S.CR.B.VT.REP2.T3,274,77,1923,4348,3389,1133,4233,0,71,84,0,1982,402,6584,6148,108,16608,1284,155,0,183,0,30,398,0,88,564,PMXC6,S,CR,B,VT,REP2,T3,12,SCRVTB
PMXC6.S.CR.B.VT.REP3.T3,697,526,12429,8112,9219,3269,12101,0,265,557,0,7536,1295,18506,11033,682,29882,8551,263,0,1029,0,94,672,100,69,921,PMXC6,S,CR,B,VT,REP3,T3,12,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T3,366,27,32154,1862,5078,4609,29226,0,169,424,0,7164,1629,25548,8267,246,30600,33700,51,0,1350,0,294,1498,0,24,422,PMXC6,S,CR,NB,RT,REP1,T3,12,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T3,181,14,20397,2152,2865,3201,21008,0,232,203,0,7345,2201,23071,8619,164,23667,22378,67,0,1349,0,303,1573,0,60,413,PMXC6,S,CR,NB,RT,REP2,T3,12,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T3,258,23,24145,1924,3554,3465,20909,0,457,224,0,7923,1811,23406,8146,245,20922,28584,76,0,1706,0,383,1361,0,99,429,PMXC6,S,CR,NB,RT,REP3,T3,12,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T3,194,360,14859,8004,10559,1911,7627,0,210,205,0,15062,2759,34313,10854,626,18279,20183,16,0,967,0,35,912,70,63,850,PMXC6,S,CR,NB,VT,REP1,T3,12,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T3,42,387,13505,5881,8940,1521,7875,0,178,389,0,9218,1973,18725,8087,235,17008,19252,47,0,959,0,20,696,136,2,760,PMXC6,S,CR,NB,VT,REP2,T3,12,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T3.RS,14,38,3974,705,288280,42078,236812,0,51,55,0,1440,457,3472,1003,88,7604,4059,0,0,205,0,1152,17472,1495,5,157,PMXC6,S,CR,NB,VT,REP3,T3,12,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T3,1082,348,2791,113,25996,6240,22495,0,0,466,0,945,6218,10561,22104,0,81434,550,0,0,347,0,46,33,0,0,571,PMXC6,S,R2A,B,RT,REP1,T3,12,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T3,197,26,615,0,947,874,7579,0,0,78,0,386,2214,979,2863,0,42006,115,0,0,59,0,3,0,0,0,110,PMXC6,S,R2A,B,RT,REP2,T3,12,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T3,567,258,1805,28,8991,2708,10246,0,0,96,0,389,4761,3704,7198,0,54880,144,0,0,76,0,0,0,0,11,328,PMXC6,S,R2A,B,RT,REP3,T3,12,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T3,41,442,1073,34,2789,628,470,0,0,29,0,1312,4060,3442,12330,12,109119,102,0,0,416,0,22,5,0,5,180,PMXC6,S,R2A,B,VT,REP1,T3,12,SR2AVTB
